-2.16387259E-003	-4.34581749E-003	-5.80492336E-003	-7.18678581E-003	-8.20040517E-003	-8.60612188E-003	-9.01586469E-003	-9.48141422E-003	-9.61237680E-003	-9.98198241E-003	-9.98079777E-003	-9.91745014E-003	-9.98253562E-003	-1.01334192E-002	-1.00874435E-002	-1.00252312E-002	-9.97272879E-003	-1.00869834E-002	-1.02070896E-002	-1.01953195E-002	-9.98012815E-003	-1.01159336E-002	-1.01458393E-002	-1.03023937E-002	-1.01053156E-002	-1.00366585E-002	-1.00240204E-002	-9.94939450E-003	-1.00662839E-002	-1.01811951E-002	-1.01966988E-002	-1.00978520E-002	-1.01004858E-002	-1.01234745E-002	-1.01093249E-002	-1.00979581E-002	-1.00501589E-002	-9.97249130E-003	-1.00783594E-002	-1.01641361E-002	-1.01752998E-002	-1.01245297E-002	-1.01163993E-002	-1.00592328E-002	-1.01287002E-002	-1.01351738E-002	-1.01230117E-002	-1.00820512E-002	-1.01824366E-002	-1.01132207E-002	-1.00351814E-002	-9.98001453E-003	-8.27185623E-003	-4.02233191E-003	 3.62329301E-003	 1.43692913E-002	 2.79436335E-002	 4.47904840E-002	 6.78095296E-002	 9.89752337E-002
 5.58011644E-002	 3.95754576E-002	 2.70058103E-002	 1.71875972E-002	 1.00300042E-002	 4.74012643E-003	 6.22800668E-004	-2.36735470E-003	-4.98055015E-003	-6.74601644E-003	-7.67792854E-003	-8.56422633E-003	-9.54784546E-003	-9.62505024E-003	-9.98592842E-003	-9.97125637E-003	-1.01179546E-002	-1.01989880E-002	-1.02289747E-002	-1.02253687E-002	-9.93321743E-003	-1.01097971E-002	-1.01682451E-002	-1.02406926E-002	-1.00841336E-002	-1.00176092E-002	-1.00985952E-002	-1.00625474E-002	-1.01278704E-002	-1.01135066E-002	-1.00518474E-002	-9.98086855E-003	-1.00911930E-002	-1.00780232E-002	-9.98127367E-003	-9.99347307E-003	-1.00865168E-002	-1.01769939E-002	-1.02429008E-002	-1.01994034E-002	-1.01402979E-002	-1.01875933E-002	-1.00690043E-002	-1.01764584E-002	-1.00928461E-002	-9.95701179E-003	-1.00177946E-002	-1.00186756E-002	-1.00594237E-002	-1.02127548E-002	-9.98579990E-003	-9.52289905E-003	-6.69860188E-003	-1.08093128E-003	 7.61805288E-003	 1.86786428E-002	 3.10336240E-002	 4.40421142E-002	 5.82967773E-002	 7.53643438E-002
 1.58962697E-001	 1.17929086E-001	 8.60271603E-002	 6.13240972E-002	 4.27039489E-002	 2.84164399E-002	 1.77982487E-002	 9.90101323E-003	 4.31307219E-003	 1.64311612E-004	-3.03167175E-003	-5.06062014E-003	-6.76982524E-003	-8.07865895E-003	-8.53071082E-003	-9.34311841E-003	-9.54219140E-003	-1.00322329E-002	-1.00545110E-002	-9.91195627E-003	-1.01066381E-002	-1.01562263E-002	-1.01857688E-002	-1.01031121E-002	-9.99032985E-003	-9.98543948E-003	-1.00508062E-002	-1.01278080E-002	-1.00996057E-002	-1.00277932E-002	-9.95146856E-003	-1.00790877E-002	-1.01312809E-002	-1.01536242E-002	-1.00047328E-002	-9.91680473E-003	-1.00233508E-002	-1.01222508E-002	-1.00932540E-002	-9.96051729E-003	-9.92508139E-003	-9.94055346E-003	-1.00592487E-002	-1.01827607E-002	-9.99402814E-003	-9.93580371E-003	-9.94246360E-003	-1.01145972E-002	-1.00816693E-002	-9.97943804E-003	-9.49652959E-003	-7.44227739E-003	-3.14038270E-003	 4.35764529E-003	 1.44308191E-002	 2.64596175E-002	 3.81244421E-002	 4.87585552E-002	 5.92835322E-002	 6.90385252E-002
 1.51775584E-001	 1.12280212E-001	 8.15209299E-002	 5.75632229E-002	 3.99811044E-002	 2.63693575E-002	 1.59267038E-002	 8.73061176E-003	 3.22609185E-003	-3.45873879E-004	-3.63160064E-003	-5.54135954E-003	-7.20698573E-003	-7.69826537E-003	-8.14098772E-003	-8.97084642E-003	-9.55858640E-003	-1.00529250E-002	-1.00101903E-002	-1.00203995E-002	-1.00177852E-002	-1.02135483E-002	-1.01099703E-002	-9.99408774E-003	-1.00332079E-002	-1.00095607E-002	-1.00603029E-002	-1.01188347E-002	-1.00338077E-002	-9.58518684E-003	-9.55319777E-003	-1.00827031E-002	-1.01351738E-002	-1.00154802E-002	-9.92449466E-003	-1.00692818E-002	-1.00784637E-002	-1.00790448E-002	-1.00496374E-002	-9.97363683E-003	-9.99662187E-003	-1.01085976E-002	-1.01141185E-002	-1.00951046E-002	-9.97725129E-003	-1.00713773E-002	-1.01800617E-002	-1.00876810E-002	-1.02101211E-002	-9.52423736E-003	-7.86001887E-003	-4.06569941E-003	 2.87545333E-003	 1.21385492E-002	 2.30421647E-002	 3.44955064E-002	 4.51384857E-002	 5.53103536E-002	 6.42950013E-002	 7.20793903E-002
 5.81470281E-002	 4.12551463E-002	 2.82604694E-002	 1.80318374E-002	 1.02784783E-002	 4.42520343E-003	 1.66902028E-004	-2.68200040E-003	-4.78869025E-003	-6.63456088E-003	-7.64111057E-003	-8.61390959E-003	-9.47573502E-003	-9.62446537E-003	-9.88561194E-003	-9.98395402E-003	-1.00197289E-002	-1.00305602E-002	-1.00070229E-002	-9.86678712E-003	-1.00077735E-002	-1.01067014E-002	-1.00136958E-002	-9.98342969E-003	-9.95774381E-003	-1.00089125E-002	-1.00729950E-002	-1.00618405E-002	-9.95503925E-003	-9.85764805E-003	-9.90893785E-003	-1.00137144E-002	-1.01591200E-002	-1.00872405E-002	-1.00541394E-002	-1.00724632E-002	-1.01609910E-002	-1.00296903E-002	-1.01802666E-002	-1.00882500E-002	-1.00637600E-002	-1.02092829E-002	-1.02464054E-002	-1.01107275E-002	-1.01403063E-002	-1.01026436E-002	-1.02372831E-002	-1.00916345E-002	-9.61063243E-003	-7.63034960E-003	-3.94286541E-003	 2.84401374E-003	 1.12698842E-002	 2.20094267E-002	 3.34483795E-002	 4.41544205E-002	 5.37884980E-002	 6.26712143E-002	 7.02913776E-002	 7.77043551E-002
 1.18386336E-002	 5.97780757E-003	 1.68461120E-003	-1.65124552E-003	-4.34927363E-003	-6.06073625E-003	-7.23775104E-003	-8.14797264E-003	-8.57924204E-003	-9.42620356E-003	-9.66664497E-003	-1.00468118E-002	-1.00206537E-002	-9.96705610E-003	-1.00167179E-002	-1.01147955E-002	-1.00687835E-002	-1.01471972E-002	-1.01375962E-002	-1.01500954E-002	-1.02297636E-002	-1.02474494E-002	-1.01947282E-002	-9.98840667E-003	-9.97139979E-003	-1.01930033E-002	-1.00525944E-002	-1.00243418E-002	-9.97236557E-003	-9.95735172E-003	-1.00442776E-002	-1.01050846E-002	-1.01557504E-002	-1.01841288E-002	-1.01397149E-002	-1.02863703E-002	-1.02747586E-002	-1.02221882E-002	-1.01793511E-002	-1.00874640E-002	-1.00247106E-002	-1.01536103E-002	-1.01770833E-002	-1.00589870E-002	-1.00766225E-002	-1.01461550E-002	-1.01100663E-002	-9.76930559E-003	-8.41616374E-003	-4.19457257E-003	 2.64031696E-003	 1.14569264E-002	 2.25396547E-002	 3.37808765E-002	 4.47024591E-002	 5.48509061E-002	 6.40885681E-002	 7.28024915E-002	 8.27252418E-002	 9.59925279E-002
 4.32761945E-003	 5.85013535E-004	-2.76148738E-003	-4.96614911E-003	-6.68750517E-003	-8.11504014E-003	-8.72394443E-003	-9.49599408E-003	-9.53655224E-003	-9.86708328E-003	-9.99035686E-003	-1.01952571E-002	-1.01968097E-002	-1.00088436E-002	-9.96597111E-003	-1.00498181E-002	-1.01138894E-002	-1.00796437E-002	-1.00489436E-002	-9.92493611E-003	-9.99264792E-003	-1.00709070E-002	-1.01037053E-002	-1.00904759E-002	-9.98034049E-003	-1.00468192E-002	-1.01211462E-002	-1.01345042E-002	-1.01146009E-002	-1.00376541E-002	-9.99005977E-003	-1.00598428E-002	-1.00780856E-002	-1.01106232E-002	-1.00346468E-002	-9.97443777E-003	-1.00424979E-002	-1.02833146E-002	-1.02923950E-002	-1.02004446E-002	-1.01397084E-002	-1.01747308E-002	-1.02431336E-002	-1.01910820E-002	-1.01522058E-002	-9.90840606E-003	-1.00119058E-002	-8.97287950E-003	-5.89564024E-003	-9.60731923E-005	 8.75921454E-003	 1.97092835E-002	 3.11091319E-002	 4.24723178E-002	 5.34985028E-002	 6.44255653E-002	 7.70106763E-002	 9.36202109E-002	 1.21980153E-001	 1.69505909E-001
 4.10631485E-003	 9.05927955E-005	-2.93578696E-003	-4.91372775E-003	-6.69781771E-003	-7.65937846E-003	-8.49897135E-003	-9.11756139E-003	-9.55350976E-003	-9.57595836E-003	-9.94688366E-003	-1.00367926E-002	-1.00748930E-002	-1.00643272E-002	-1.00847147E-002	-9.99504793E-003	-1.02194967E-002	-1.00974608E-002	-1.00631807E-002	-9.99290682E-003	-1.00330096E-002	-1.00599471E-002	-1.00774085E-002	-1.00791454E-002	-1.00361500E-002	-1.01251053E-002	-1.00771543E-002	-1.01288836E-002	-1.00899301E-002	-9.99049284E-003	-9.96836461E-003	-1.00276610E-002	-1.00728329E-002	-1.00377221E-002	-1.00500835E-002	-9.99754295E-003	-1.01212747E-002	-1.02662751E-002	-1.01479003E-002	-1.00459391E-002	-9.99056641E-003	-1.00199860E-002	-1.00231171E-002	-1.01218233E-002	-1.00315819E-002	-9.96033568E-003	-9.95075330E-003	-8.40651710E-003	-4.33623279E-003	 2.93435343E-003	 1.26192160E-002	 2.41697934E-002	 3.65211442E-002	 4.99822386E-002	 6.67847395E-002	 9.14810449E-002	 1.29412577E-001	 1.89267397E-001	 2.80755669E-001	 4.06982034E-001
 5.98653778E-003	 1.19258894E-003	-2.25344580E-003	-4.50819498E-003	-6.54818444E-003	-7.78875966E-003	-8.61185510E-003	-9.50664282E-003	-9.58500989E-003	-9.91782267E-003	-9.97646805E-003	-1.00666638E-002	-1.02283787E-002	-1.01988958E-002	-1.00968610E-002	-1.00947218E-002	-1.00883609E-002	-1.00800060E-002	-1.00342287E-002	-9.98941250E-003	-1.00192595E-002	-1.00466758E-002	-1.00761009E-002	-1.00577483E-002	-9.99449380E-003	-1.00194281E-002	-1.00177657E-002	-1.01191318E-002	-1.01347128E-002	-1.00671090E-002	-9.97595116E-003	-1.00048827E-002	-1.00724678E-002	-1.00791454E-002	-1.00834668E-002	-9.93320625E-003	-9.95491445E-003	-1.00233834E-002	-1.00745894E-002	-1.01473276E-002	-1.00621469E-002	-9.97684058E-003	-1.00523345E-002	-1.01289693E-002	-1.00858063E-002	-1.02609117E-002	-9.68970824E-003	-7.97338784E-003	-3.36925127E-003	 4.26623691E-003	 1.50696747E-002	 2.89682392E-002	 4.82666083E-002	 8.02060589E-002	 1.31294474E-001	 2.08440661E-001	 3.15615505E-001	 4.50814068E-001	 6.02709949E-001	 7.50074506E-001
 2.72507989E-003	-7.52971100E-004	-3.60650430E-003	-5.03520016E-003	-6.65734522E-003	-7.93895777E-003	-8.66379868E-003	-9.57365707E-003	-9.61488858E-003	-1.00247171E-002	-9.97042190E-003	-1.00291325E-002	-1.01379119E-002	-1.00377016E-002	-9.97356512E-003	-9.95865837E-003	-1.00657912E-002	-1.00792851E-002	-1.01234028E-002	-1.00206910E-002	-9.96621326E-003	-9.99293663E-003	-1.01194726E-002	-1.00847976E-002	-1.00030052E-002	-1.00031393E-002	-1.01228748E-002	-1.00842901E-002	-1.00282580E-002	-1.00676455E-002	-9.97626316E-003	-1.00721996E-002	-1.02335308E-002	-1.02125676E-002	-1.02936029E-002	-9.98341013E-003	-1.00035742E-002	-1.00978790E-002	-1.00727463E-002	-1.00761605E-002	-9.98472702E-003	-9.98211000E-003	-1.00695165E-002	-1.02354176E-002	-1.00809140E-002	-9.97766294E-003	-9.46608558E-003	-6.83611538E-003	-1.16898026E-003	 8.20957962E-003	 2.26164963E-002	 4.67159450E-002	 9.33356881E-002	 1.75634906E-001	 2.97797501E-001	 4.50824916E-001	 6.10165536E-001	 7.48368979E-001	 8.42200220E-001	 8.80526960E-001
