0.000	0.238	-3.561	NaN
4.000	0.298	0.000	NaN
8.000	0.924	-3.951	NaN
12.000	2.295	-3.294	NaN
16.000	4.232	-2.238	NaN
20.000	6.497	-3.222	NaN
24.000	9.030	-1.368	NaN
28.000	11.802	-1.854	NaN
32.000	14.305	-1.863	NaN
36.000	16.421	-1.971	NaN
40.000	17.792	-2.199	NaN
44.000	18.925	-1.866	NaN
48.000	19.342	-2.565	NaN
52.000	19.044	-2.247	NaN
56.000	17.941	-2.226	NaN
60.000	16.272	-2.223	NaN
64.000	14.216	-2.211	NaN
68.000	11.504	-1.989	NaN
72.000	8.851	-2.361	NaN
76.000	6.199	-2.757	NaN
80.000	3.904	-2.439	NaN
84.000	2.086	-3.168	NaN
88.000	0.834	-2.205	NaN
92.000	0.089	-20.298	NaN
96.000	0.268	-13.281	NaN
100.000	1.073	-6.033	NaN
104.000	2.503	-3.405	NaN
108.000	4.381	-1.959	NaN
112.000	6.706	-2.268	NaN
116.000	9.090	-2.613	NaN
120.000	11.563	-2.553	NaN
124.000	13.739	-2.493	NaN
128.000	15.706	-3.039	NaN
132.000	16.779	-2.673	NaN
136.000	17.256	-2.151	NaN
140.000	17.464	-2.574	NaN
144.000	17.047	-2.628	NaN
148.000	15.676	-2.553	NaN
152.000	13.739	-2.562	NaN
156.000	11.563	-3.135	NaN
160.000	9.149	-3.330	NaN
164.000	6.527	-3.339	NaN
168.000	4.321	-1.320	NaN
172.000	2.444	-3.096	NaN
176.000	1.132	-6.627	NaN
180.000	0.417	-6.417	NaN
184.000	0.417	0.000	NaN
188.000	0.983	-0.894	NaN
192.000	2.384	-3.138	NaN
196.000	4.232	-2.238	NaN
200.000	6.586	-1.737	NaN
204.000	9.000	-2.109	NaN
208.000	11.683	-2.115	NaN
212.000	14.097	-2.295	NaN
216.000	16.242	-2.232	NaN
220.000	17.703	-2.043	NaN
224.000	18.865	-2.322	NaN
228.000	19.044	-2.001	NaN
232.000	18.746	-1.980	NaN
236.000	17.524	-1.848	NaN
240.000	15.646	-2.433	NaN
244.000	13.649	-2.304	NaN
248.000	11.265	-2.448	NaN
252.000	8.702	-2.622	NaN
256.000	6.437	-2.061	NaN
260.000	4.143	-2.049	NaN
264.000	2.444	-1.548	NaN
268.000	1.252	-1.491	NaN
272.000	0.894	-3.177	NaN
276.000	0.983	-4.701	NaN
280.000	1.818	-2.046	NaN
284.000	3.278	0.000	NaN
288.000	5.156	-2.022	NaN
292.000	7.480	-2.031	NaN
296.000	9.686	-2.259	NaN
300.000	12.010	-2.142	NaN
304.000	13.977	-1.704	NaN
308.000	15.766	-1.995	NaN
312.000	17.136	-2.001	NaN
316.000	17.703	-2.262	NaN
320.000	17.196	-2.106	NaN
324.000	16.391	-2.094	NaN
328.000	14.901	-2.109	NaN
332.000	13.053	-2.262	NaN
336.000	10.639	-2.769	NaN
340.000	8.345	-2.052	NaN
344.000	5.931	-1.923	NaN
348.000	3.666	-1.794	NaN
352.000	2.027	-2.295	NaN
356.000	0.834	-4.500	NaN
360.000	0.298	0.000	NaN
